filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,label
57026039.wav,0.646205008,0.038511198,2211.744872,2545.676883,4956.186148,0.09666359,-197.6964874,106.6488113,-9.789977074,22.38974953,10.29505444,15.72261906,7.573009014,15.42593956,6.60550499,12.59055996,-5.792494774,12.63795567,-7.272784233,8.747602463,-2.015758276,4.962604046,-8.289484024,9.425805092,-7.430408955,7.380425453,Common dolphin
57026040.wav,0.58964771,0.017190157,3404.112827,3031.991875,6998.867798,0.29371861,-249.020752,83.79943848,6.139538765,7.814495564,5.664787292,10.79357719,-5.778364658,17.79275131,-2.989583731,14.88649178,-6.371270657,11.51496887,-6.597123146,10.26483631,-6.716094017,6.170295715,-7.988699913,7.176651955,-6.550701618,4.716206551,Common dolphin
57026041.wav,0.54438591,0.019663099,3661.147282,3192.777549,7622.851342,0.344927619,-231.115097,78.49538422,6.29444313,4.190532684,6.756492138,9.252027512,0.561398327,15.03723335,-4.695081711,16.23203087,-7.961024761,13.07492447,-7.33200264,10.97879601,-6.072510719,4.847823143,-6.10771513,6.057116985,-6.150261402,4.773154259,Common dolphin
57026042.wav,0.595196307,0.017859697,3329.235345,3068.704631,7211.842105,0.269193492,-239.9540253,84.72327423,-0.612534344,2.168961287,4.586221695,12.61978054,2.955922127,14.13410282,-1.483775854,11.37675476,-8.380750656,10.6145792,-6.754224777,9.708757401,-6.194573402,7.023170471,-8.109775543,6.11939621,-7.340853214,5.513396263,Common dolphin
57026043.wav,0.599991739,0.015669482,2921.774792,3014.981825,6650.948105,0.225965366,-263.3862915,100.5365677,2.829667807,-0.227697626,10.95931435,6.838840961,1.340102673,13.80624676,-2.879604816,10.80734539,-7.96454668,11.76094627,-9.283765793,10.36413383,-4.510758877,7.218435287,-7.218091488,7.239840984,-6.757598877,2.292756081,Common dolphin
57026044.wav,0.56130749,0.023605883,3588.464574,3045.949532,7400.634235,0.309875488,-216.3812866,76.61730194,0.523786485,2.119666338,1.546597004,5.05670023,0.682059169,10.89929104,-2.445547819,12.75128078,-5.25276947,8.98574543,-7.305618763,8.516083717,-5.280923843,6.54184866,-7.120625496,5.409152985,-7.702843666,4.508911133,Common dolphin
57026045.wav,0.572313607,0.017148707,3371.484225,3104.053958,7322.538757,0.246407645,-249.8809357,79.69213867,1.70087111,2.390340567,7.918198109,7.393179893,5.652822971,13.91644955,2.64607358,14.36367798,-2.797843456,10.03665447,-6.913973331,9.041147232,-5.143301487,6.432861328,-8.526101112,8.900065422,-6.615997314,3.026481152,Common dolphin
57026046.wav,0.570838213,0.015686272,3178.792736,2958.948662,6693.868314,0.23662324,-264.8059387,86.66329193,-2.476759434,5.243391991,8.202531815,10.38379097,0.592925191,12.09990406,3.412431002,14.85738945,-4.263335228,10.83932304,-8.332190514,10.69575882,-7.677172184,9.12413311,-10.50567532,8.418720245,-7.240377903,3.713229895,Common dolphin
57026047.wav,0.580244899,0.012335194,3134.300729,3074.482398,6928.034378,0.251150358,-293.2453918,91.71427155,1.345708728,-2.157783031,10.51167011,12.71433735,2.878612518,11.22891045,3.625241995,12.37558937,-1.469409823,10.05014133,-7.802157879,8.901854515,-7.024022102,8.869607925,-8.077719688,7.620823383,-8.552994728,6.149804592,Common dolphin
57026048.wav,0.60879755,0.013133907,3217.59272,3168.374367,7280.971576,0.257116439,-276.4603882,89.74965668,1.320834875,-4.533607483,10.01947021,12.50890827,3.708912373,10.59887981,1.612613797,12.32102108,-1.771938562,10.71308804,-8.306036949,7.142654896,-7.251563072,7.941437244,-8.741409302,8.85573101,-8.469937325,7.336279869,Common dolphin
57026049.wav,0.571242988,0.014235648,3348.008766,3092.262498,7112.930853,0.274552779,-281.4797974,86.27061462,1.205249786,4.260751724,15.66534138,12.65707111,0.75607419,14.33992672,0.588267267,13.73253441,-1.503269196,9.275913239,-6.283611774,9.123969078,-4.573224068,5.476398945,-7.82595396,6.625912666,-8.31272316,5.955478191,Common dolphin
57026050.wav,0.5182513,0.022233987,3083.929692,2988.289222,6208.883789,0.273144531,-257.2840576,101.9118652,3.677631855,2.688472509,15.12091064,11.68927288,3.864228725,16.39126015,0.911954522,20.02780342,-7.924650669,20.68815613,-11.06256199,10.00466633,-6.214038849,7.197628975,-9.412452698,6.952207565,-7.444222927,7.700339794,Common dolphin
57026051.wav,0.664205313,0.015314575,2559.206296,2825.801521,6103.715625,0.148910156,-256.8771973,100.0611191,-3.487073421,4.609645367,6.206851482,13.02155018,3.425550938,14.73742485,-2.112012148,11.09591675,-4.456786633,13.08742619,-9.577711105,9.411209106,-5.308392048,6.490173817,-6.837489605,7.85831356,-8.521532059,6.217362404,Common dolphin
57026052.wav,0.642465949,0.018083176,2653.471302,2842.036344,6031.045297,0.168907752,-248.3771515,98.62722015,-4.920879364,8.493789673,9.678580284,9.958904266,5.828761578,16.55733871,-1.184968472,12.35945606,-6.034331322,12.72189903,-8.258374214,8.164280891,-9.246129036,6.1381073,-9.061941147,9.374046326,-7.486241341,9.847819328,Common dolphin
57026053.wav,0.676148593,0.022580149,2777.992331,3029.949206,6930.829398,0.222031992,-226.7845612,106.8025589,5.405600548,2.427440643,7.503983498,7.711296082,-2.178785086,14.70031166,-5.939854145,17.79442978,-9.989830017,16.25485039,-11.83148956,10.30969048,-10.8722353,6.636368752,-9.528900146,8.745378494,-5.608836651,7.040990353,Common dolphin
57026054.wav,0.624676108,0.018917602,2895.484189,3044.184385,6797.362951,0.207598712,-248.971283,97.76822662,2.438746214,3.449698687,9.709415436,11.03610897,4.551246643,13.90067673,-0.469945163,14.90498352,-4.902554512,15.08905888,-9.141774178,8.578825951,-7.132238865,7.950930119,-5.634248734,9.034684181,-6.878873825,6.816126347,Common dolphin
57026055.wav,0.606902719,0.017403472,3133.246644,3094.226313,7163.120714,0.252838354,-247.1161499,91.72581482,1.456249118,-0.0750065,7.720711708,8.693814278,4.517846584,11.93597031,-1.168826342,14.4921484,-6.095683575,14.52148819,-7.215544701,10.03389645,-6.854891777,7.480951786,-8.144053459,8.085693359,-6.908227921,5.340034485,Common dolphin
57026056.wav,0.536925673,0.020114893,3093.409482,2949.059162,6454.358803,0.244759909,-251.1505737,92.71707153,0.266894281,6.514642715,8.270449638,13.13471603,1.630093813,15.24171638,-3.531092167,14.39335537,-6.047219276,14.88942909,-4.254080296,10.20630932,-3.18155098,7.632581234,-7.396695137,7.524533272,-7.915732861,6.840749264,Common dolphin
57026057.wav,0.633567154,0.020138422,2921.283065,3132.170464,7287.553711,0.260148112,-234.1292877,92.85923767,-0.12959446,9.960400581,9.959249496,8.984360695,3.788138151,6.273967266,4.30284977,7.18093729,1.060812116,8.209231377,-0.744367003,6.09441328,-1.284452915,5.903820515,-5.129292488,7.1620574,-5.929270267,4.886809826,Common dolphin
57026058.wav,0.73595953,0.0203232,2705.381679,2925.843251,6462.559772,0.152722589,-231.4891663,95.54749298,-5.024507046,9.665361404,11.93330574,10.66304874,1.602274418,9.469695091,2.41860652,10.81359959,-1.839033604,10.06035995,-6.060218334,9.966089249,-4.804291248,9.775978088,-6.748643875,7.655339718,-5.557487011,5.944761276,Common dolphin
57026059.wav,0.585760057,0.025616299,3237.351995,3201.582423,7569.519043,0.307195216,-224.6409607,91.57270813,4.127316475,-3.230568171,5.641214848,7.280228138,2.253518105,11.39533329,-0.770090342,13.89270592,-2.273637056,14.17000484,-5.580587387,7.505618095,-5.782168388,8.635775566,-7.05499649,7.644492626,-6.587554455,5.503517151,Common dolphin
57026060.wav,0.629276097,0.017755864,3143.974035,3106.750553,7224.996218,0.228151133,-239.2804565,83.76308441,-1.712554693,6.835915565,10.82054329,11.44637394,4.71573019,13.19501686,5.74988699,10.17878056,-2.511529207,11.19252682,-5.911939144,7.106486797,-4.757928848,7.892620087,-7.3980937,7.880853176,-5.978889465,5.612447739,Common dolphin
57026061.wav,0.72927326,0.01367655,2581.933039,2692.933422,5941.41136,0.141851381,-251.8865814,91.57287598,-19.32503319,11.42434502,8.246932983,11.83819485,2.857318878,16.33023834,0.499690384,10.78759861,-5.997041702,14.13988018,-7.411773205,9.721026421,-3.892530918,7.065494061,-10.66949844,11.16960144,-9.133161545,7.076508045,Common dolphin
57026062.wav,0.709150732,0.017905749,2380.082363,2619.562815,5348.15979,0.112243652,-238.4251862,98.03207397,-15.58713245,14.32841682,5.834260464,17.18222809,3.197684288,13.0524559,2.655457497,8.717041016,-3.599514008,12.92083549,-7.606485844,9.440568924,-2.238728523,6.905714035,-8.254106522,10.0997839,-8.872196198,8.903190613,Common dolphin
57026063.wav,0.694197893,0.014663294,2444.85101,2644.889515,5485.505477,0.120817765,-250.0629578,97.30029297,-17.24377441,11.79905415,5.664093018,17.08780479,3.048064947,10.60527611,1.992249608,10.85820198,-5.085918427,12.60438061,-7.73449707,8.438028336,-4.378965855,8.808394432,-8.483244896,9.180918694,-9.219110489,6.61558342,Common dolphin
57026064.wav,0.686871588,0.01855758,2483.437204,2731.514674,5710.95,0.146722656,-242.0807953,104.2437897,-10.57518101,8.526501656,5.213934422,13.14292622,3.730024099,10.41020298,2.026582241,14.18023777,-1.595371485,12.73934078,-6.780986309,6.970524788,-3.375282288,9.158484459,-8.890134811,8.344607353,-8.272294998,6.801117897,Common dolphin
57026065.wav,0.677347541,0.020498548,2607.795943,2726.957909,5814.765064,0.185068491,-222.462677,98.3611145,-11.09676456,9.043365479,1.300689459,11.15276718,-1.460761666,8.319925308,0.131530553,9.398739815,-2.660736084,11.00793457,-5.995987415,7.001393795,-2.276658535,6.66767168,-6.961236,8.985702515,-8.236332893,6.795690536,Common dolphin
57026066.wav,0.649821401,0.020721063,2184.417502,2615.290052,5150.100773,0.116979721,-230.1963348,115.9539948,-6.590637207,10.39036846,2.87938261,5.886962414,-1.771873593,5.690533638,-1.610730767,8.418725014,-5.347977161,7.685013294,-7.666909695,6.420788288,-7.45667696,6.69775629,-9.256688118,7.158844471,-11.2948904,5.971334457,Common dolphin
57026067.wav,0.633439779,0.013998888,2837.15448,2971.205279,6547.768555,0.200401476,-255.9849396,97.6505661,-9.833175659,6.100912094,7.360671043,4.792084694,6.207703114,7.258502007,1.965586185,6.328901291,-6.82462883,10.29174519,-6.100839615,9.240067482,-2.687532187,6.440314293,-12.51661396,11.22553635,-10.71953201,7.554875851,Common dolphin
57026068.wav,0.605632305,0.018102607,2590.317852,2750.617436,5757.632446,0.194501604,-234.9014587,101.9162445,-12.12538719,8.029026031,3.831470966,3.346381903,2.715143919,6.966340542,-0.452658743,4.637719631,-4.725311279,6.949007511,-5.032715321,7.285014629,-3.817398071,5.896251202,-8.432221413,8.829684258,-6.761894226,5.504515171,Common dolphin
57026069.wav,0.611393392,0.017076053,3106.663897,2936.467622,6821.651459,0.259590149,-232.2362366,89.32865143,-9.947751999,1.607358932,5.823221207,8.89341259,-3.697291851,12.42880058,-3.735934258,12.64347267,-7.797448635,13.33380604,-9.005160332,10.61343193,-5.158723831,8.315794945,-9.486950874,10.70020103,-7.634507656,5.941639423,Common dolphin
57026070.wav,0.591190159,0.018437132,2286.702643,2497.587845,5020.568848,0.108875093,-230.3503113,103.7785873,-15.64985561,17.8674984,-2.734348059,11.11441422,-0.26195246,12.31245041,2.226011038,11.57044983,-7.160981655,11.07346153,-13.49883461,9.160374641,-6.692277431,5.712227821,-10.75391293,7.868723392,-10.99728107,5.14269495,Common dolphin
57026071.wav,0.573895037,0.026794923,3216.216499,3056.565878,7038.815308,0.321797689,-200.3527527,95.87924194,-5.887782574,4.801297665,5.218522072,4.759300232,-0.89552319,5.731124878,-2.219905853,13.89032936,-6.836338997,11.41900253,-8.712208748,9.560479164,-5.951502323,6.323899269,-9.76530838,7.890499592,-7.170103073,5.90267086,Common dolphin
57026072.wav,0.586801827,0.037133232,2804.676847,2813.83193,6161.518298,0.288017407,-170.5151062,105.5823669,-8.529644966,10.93139744,-1.53044343,4.827369213,-12.31751919,7.48402071,-8.971908569,16.95872116,-5.825526237,12.86918163,-9.979540825,9.518595695,-10.98364544,8.109607697,-9.411361694,9.554577827,-8.703000069,7.008793831,Common dolphin
57026073.wav,0.52163589,0.041016132,3448.349719,2762.463871,6401.672784,0.29879445,-185.1407166,85.88181305,-1.406073093,10.85456657,-5.043315411,7.532618523,-8.731236458,12.26769638,-4.438011169,17.3507843,-6.994969368,14.06315422,-10.64376831,9.466806412,-7.129432201,4.411100388,-6.177678108,5.73030138,-6.511031151,3.812211037,Common dolphin
57026074.wav,0.532619178,0.02158973,3224.058195,2917.579726,6411.688702,0.32212075,-232.7869873,95.95428467,-12.24202251,6.940538883,6.32337904,8.789542198,0.635558605,7.587814808,-0.702516615,15.03901291,-5.073074818,12.84579945,-11.77524853,12.03914547,-7.055434704,5.451958179,-10.05120468,9.312478065,-12.15441608,5.679521084,Common dolphin
57026075.wav,0.574382365,0.018404359,2203.242597,2535.261241,4730.75593,0.104260631,-245.0808258,103.8105164,-16.56031799,17.30978966,10.80693054,12.76452923,2.719528913,10.55077457,5.506637573,12.27903366,-3.575057507,12.21376896,-7.864720821,10.75422478,-4.537148476,6.739362717,-8.53504467,11.16243362,-11.05619431,6.609654427,Common dolphin
57026076.wav,0.471863747,0.041628342,3634.539763,2966.796736,6864.65849,0.330935695,-215.655426,87.477005,-2.448161602,6.549681187,8.181473732,4.379876614,-1.574414134,8.61063385,-0.33248806,12.89412022,-7.346108913,13.29992676,-9.916749001,9.203533173,-6.527555466,4.620112419,-6.827794552,5.340995312,-6.935255527,3.375175714,Common dolphin
57026077.wav,0.505944014,0.036774553,3557.64317,2921.63965,6878.852174,0.296208747,-203.6361237,82.89574432,-1.777063847,11.63982391,9.740013123,9.056763649,0.339319378,8.649278641,-9.922152519,11.33803654,-9.441933632,13.53637886,-7.995253086,8.378143311,-8.683363914,6.831534386,-6.294187069,5.555496693,-6.03434515,3.451062441,Common dolphin
57026078.wav,0.486220241,0.026131073,3332.950993,2951.273243,6694.043792,0.279711091,-227.5075684,87.21870422,-6.578151703,8.736719131,14.09339619,11.79320145,4.090991974,7.482991219,-2.137690783,10.04143524,-6.118537903,12.70864391,-10.26032639,9.313770294,-8.2886343,6.303872585,-9.405833244,7.194096088,-9.621756554,5.445111752,Common dolphin
57026079.wav,0.572312653,0.017523607,2382.918617,2634.651674,5167.103577,0.132529122,-249.7124329,103.1112747,-13.64001465,20.49712181,13.25815582,11.28420162,2.365417004,10.29865074,0.289358765,10.96247864,-5.98936224,10.70491219,-10.71435261,10.82033443,-8.196405411,5.050403118,-11.33227444,7.500093937,-11.50079346,6.229928017,Common dolphin
57027001.wav,0.64510864,0.063703746,2050.514878,2632.801684,5062.624943,0.072619868,-158.1916962,111.4193954,6.519585133,14.78476334,8.674415588,16.34083939,0.607618749,16.01384544,1.130661964,10.01113319,-0.062927417,11.09750748,-3.02831459,6.672301769,-4.829069138,7.060268402,-5.737105846,5.984109402,-6.447951317,5.329956055,Common dolphin
57027002.wav,0.517765641,0.045311015,1994.828199,2652.048245,4590.713266,0.079890325,-191.7626648,123.7591934,17.5482254,14.09549046,10.28423977,2.540197849,-0.976566017,6.680716515,-1.309943676,8.114004135,-5.823262215,6.590044498,-3.776191711,4.979468346,1.964208364,6.790026188,-7.364623547,3.758888483,-6.345779419,8.262681007,Common dolphin
57027003.wav,0.51416868,0.040729996,1588.447841,2388.458544,3622.011432,0.044491039,-240.4823456,127.8727798,10.73954868,14.80716324,15.54420471,20.56113815,7.797248363,11.53384304,2.575229406,13.83420944,-7.773207664,10.47627544,-3.183825016,2.432455778,-2.301947355,4.007930279,-10.20397186,4.517996788,-7.27452755,6.618984222,Common dolphin
57027004.wav,0.566506028,0.039615717,1767.78146,2569.602603,3943.336839,0.04672476,-227.7102356,119.9207764,9.37087059,16.65413475,22.70479393,12.26256847,6.775840759,8.606856346,4.256618977,11.84132385,-2.427133322,12.50997257,-3.22892046,3.753357649,-1.491831541,2.547731638,-6.019049168,5.838334084,-8.112405777,4.274474621,Common dolphin
57027005.wav,0.419685453,0.027411176,1879.485574,2491.36253,4430.042443,0.047579252,-241.3148804,117.7157135,5.530502796,17.15823746,9.806243896,19.46046829,3.252667665,8.683841705,1.855999589,10.46872425,-6.854258537,9.86610508,-5.660398006,4.606089592,-4.842527866,1.911660433,-8.538316727,4.411401749,-7.738068104,2.829776287,Common dolphin
57027006.wav,0.553146064,0.027739668,2186.653159,2854.431091,5866.312803,0.071423761,-235.2262726,108.4475098,12.20472622,8.610703468,16.80731964,15.79965973,3.50936532,14.07554913,2.401113749,16.00211906,-7.466457367,13.55265141,-7.38326025,4.668423176,-5.146567345,1.663265467,-7.346654892,5.103984356,-8.787390709,3.485291481,Common dolphin
57027007.wav,0.541998208,0.028911242,2099.332207,2745.841796,5371.252441,0.059012277,-237.9740295,107.2652512,12.1544714,17.55679703,12.05899525,18.31829834,1.759322166,14.38510323,2.952655315,12.28765011,-1.508471727,12.61035347,-6.378728867,5.409885406,-5.11769104,3.213568449,-6.766553402,5.833151817,-10.03574657,6.981578827,Common dolphin
57027008.wav,0.56003648,0.027800536,2609.004386,2935.71001,6506.550959,0.111443537,-207.4580841,97.68180084,4.324187279,14.58603382,9.175906181,11.83114815,0.489164174,13.30038261,1.781996727,14.03042126,-6.867958069,14.52188492,-8.832045555,2.699257135,-5.71971941,3.782198191,-8.486459732,7.045014381,-9.982446671,4.740613461,Common dolphin
57027009.wav,0.608123958,0.032612503,1939.602497,2647.13733,4626.139526,0.07755127,-217.3895264,125.2700958,16.90561295,4.769562721,1.355550051,0.437805504,-2.335574865,8.878520966,4.461463928,19.3292141,-3.512772083,13.34078693,-9.653164864,6.134339333,-4.186869144,4.868580818,-5.90225172,3.133423567,-11.88840008,2.349007607,Common dolphin
57027011.wav,0.525333107,0.03242927,1712.226474,2610.773931,4078.747559,0.046630859,-252.2771606,122.8708649,18.49500275,12.28523064,20.25258827,13.54553986,7.663472652,15.18048382,1.929202437,12.86269379,-3.735635996,9.379673004,-9.392885208,8.444713593,-6.288545132,3.620630503,-4.766345501,5.744900227,-6.986111641,6.426074028,Common dolphin
57027012.wav,0.504357159,0.022178167,1712.572856,2454.808499,3728.052819,0.05552607,-266.9767456,126.1903992,4.689688206,11.72300911,15.42128468,16.92334557,2.438362837,13.20433807,-2.028949976,10.63631439,-4.006204128,10.91837502,-6.858332634,3.640583515,-5.586447716,7.089074612,-8.25841713,7.57611227,-8.90204525,2.578227282,Common dolphin
57027013.wav,0.614987552,0.026219346,1960.205589,2729.714295,4976.714755,0.067151989,-250.943222,119.3262482,9.373037338,7.038555145,18.87195206,15.98990917,8.293197632,11.8500185,-1.182575107,9.520752907,-2.906654596,12.40047836,-6.147435188,4.010838032,-4.000133514,4.294835091,-6.340674877,5.035263538,-6.922896862,5.387454033,Common dolphin
57027014.wav,0.503244281,0.022629425,2597.234033,3097.054344,6802.954102,0.141860651,-244.8875427,109.5020599,7.662590027,4.258466244,19.47927094,10.40520668,5.765793324,7.998051643,0.099416152,12.23506546,-5.44800663,10.74503994,-7.046355724,2.208337784,-6.165325642,2.121806383,-7.525183201,5.065857887,-6.403420448,2.778722763,Common dolphin
57027015.wav,0.500177205,0.030027585,1835.354309,2579.939865,4355.484232,0.068335556,-247.8035431,123.7808838,5.613735199,9.137616158,19.24088669,16.93491364,4.939410686,13.51807117,1.551487207,9.515738487,-1.66523838,10.94316196,-6.089221478,3.570781469,-4.602518082,6.025596142,-6.02266264,3.910561085,-6.955165386,3.071230173,Common dolphin
57027016.wav,0.533905387,0.027781801,2269.426862,2991.633014,6394.751898,0.088038031,-244.4116058,110.6307755,20.898592,9.26396656,18.94028854,13.79995918,2.804577351,12.72316074,-3.169645309,14.13658905,-5.274133682,10.10394192,-7.425624847,4.782196045,-3.726947069,3.047039747,-6.216836452,5.932988167,-6.012250423,3.880574942,Common dolphin
57027017.wav,0.532631874,0.027151415,1760.758339,2498.434486,3926.266132,0.058501038,-245.3980408,125.9301071,6.035694599,7.609731197,12.25633717,15.97176933,4.013427258,11.50180912,1.018651843,11.26746082,-4.277047634,8.157683372,-8.153308868,5.728408813,-6.135707378,2.650866032,-9.886971474,5.998850822,-9.425199509,3.666133165,Common dolphin
57027018.wav,0.547066808,0.031110644,2021.531907,2755.099743,5159.838867,0.069874043,-239.2207031,117.757225,11.7651453,7.877238274,18.92434883,10.41448879,7.263869286,15.16035557,-1.567613125,10.79176331,-5.00606823,8.224284172,-5.772128582,4.801995277,-2.56340766,2.507948637,-6.243427277,4.89040184,-7.892925262,2.886602402,Common dolphin
57027019.wav,0.563364387,0.024277406,1797.80358,2552.584917,4119.808421,0.050589767,-264.7875977,117.5748978,6.039762497,16.45212173,21.44623375,17.07855797,4.078308105,11.94052887,1.156819224,13.98030281,-6.089813709,10.33438396,-6.479876518,4.624449253,-4.683254242,5.195514202,-8.772678375,5.974805832,-9.574849129,3.909925461,Common dolphin
57027020.wav,0.581894994,0.022370318,2566.647758,2880.951177,6155.241075,0.107365098,-228.0597229,98.88213348,-1.282213449,7.109418869,20.70301437,16.06977272,1.990966678,13.49694443,-0.580844939,17.17290688,-7.23539114,9.570399284,-6.275303364,4.136198997,-6.805947304,2.54586482,-7.48386097,4.827260971,-9.301668167,1.169935107,Common dolphin
57027021.wav,0.58331269,0.02432126,2547.58572,2689.32926,5312.398771,0.132788681,-225.4037476,98.10229492,-3.553953886,11.95940018,12.37192822,15.85834599,3.681173086,7.551083565,6.882026672,13.25962162,-5.928777218,9.778491974,-6.904379368,5.790311337,-6.629817963,1.90109849,-11.02814198,6.276751041,-8.461740494,2.685227633,Common dolphin
57027022.wav,0.486010462,0.02008584,2630.783965,3013.565518,6761.915172,0.113081499,-232.4210358,98.57096863,1.896410465,4.31981945,19.0959034,10.45662117,2.343004465,7.630488873,4.383559227,9.07968998,-5.362073421,6.294877529,-7.532505989,4.966953754,-6.745607376,2.846815348,-8.20382309,6.513628006,-6.569940567,1.929913044,Common dolphin
57027023.wav,0.560054719,0.021093762,2927.391385,2939.800753,6535.327148,0.150227865,-227.3608704,92.75325775,1.771252751,8.199416161,15.90684032,13.58134365,-1.391536117,8.511935234,-1.818589568,14.1586895,-8.038342476,11.59214878,-7.617355347,8.31887722,-8.903861046,3.268411398,-9.605804443,6.108438969,-9.981370926,5.997193336,Common dolphin
58013001.wav,0.648144901,0.25455153,1052.064444,1748.750713,2063.480965,0.027315734,-125.8649673,148.1683502,-6.122896194,21.15313148,11.97124386,17.77280235,11.60122204,15.09407806,5.696744919,12.52593613,5.875711441,10.53059769,2.504234791,5.885834217,0.752883911,5.311639786,0.118609257,5.949156284,-1.044965386,5.025580883,Common dolphin
58013002.wav,0.560147047,0.144040167,1277.611178,1969.919101,2397.476853,0.038466055,-135.4645233,143.5419617,-4.794693947,8.429403305,8.225850105,12.30074692,8.765463829,18.00730324,6.012999058,15.44420147,3.749830723,11.14934731,2.780995607,7.454071999,-1.479211211,6.244513035,-0.047715489,4.233103752,-2.355669737,3.5511868,Common dolphin
58013003.wav,0.579005539,0.167583764,1097.559185,1734.079687,2062.888894,0.033071945,-139.1116791,153.5292358,-7.311709881,15.53298092,3.805073977,12.36268616,6.338323116,15.23325634,7.429667473,11.52527428,4.667825699,11.65559006,2.812790632,8.470602989,0.345195204,7.219147682,-0.871831894,5.251060009,-2.385890722,3.490480185,Common dolphin
58013004.wav,0.550559163,0.147781029,1196.592067,1846.045132,2453.719156,0.031830136,-151.7904663,143.5438538,-5.340847492,21.34526825,6.223953247,15.58857727,6.623307228,15.75647068,5.38312912,14.47517109,3.728641987,11.19722939,1.685245752,6.278286457,0.389904916,6.662550449,-0.715993226,5.176925182,-2.620221376,4.125349522,Common dolphin
58013005.wav,0.535119057,0.125028193,1335.666871,2134.035704,2878.602038,0.033526504,-169.3658905,129.960556,4.504696369,21.73001671,15.94498062,16.79157829,3.756309032,18.96082306,4.83488369,14.31747055,1.355360389,11.49430943,1.836192846,5.688251019,-0.857850552,5.318620682,-2.264356613,5.326091766,-4.297136307,5.328883648,Common dolphin
58013006.wav,0.455680221,0.095491908,1625.553058,2383.211177,3847.171181,0.057088216,-162.1647797,127.6568298,6.123361111,14.79048443,11.18714428,15.53135204,5.47567606,15.6080513,2.29667592,12.90774918,2.631126881,11.11979103,-2.062933207,6.973781586,-3.72922349,8.9054842,-4.292179108,4.301250458,-6.483796597,6.129163265,Common dolphin
58013007.wav,0.488285244,0.106256545,1779.355578,2626.102228,4215.512997,0.069109415,-161.9201508,119.7723083,9.407187462,12.13332939,18.04086494,10.47705746,11.18434048,14.39517784,8.156262398,10.39509106,2.353911638,8.9147892,-0.211810738,5.7029953,-1.525146127,6.523938179,-2.46677947,2.445988178,-5.631598949,5.179018497,Common dolphin
58013008.wav,0.445631385,0.086773768,1696.969614,2387.428451,3654.415919,0.060155443,-152.242218,127.1962128,1.786376357,8.202349663,10.86109638,15.48033333,2.547574043,17.65301514,6.17097187,12.83457088,-1.192228198,10.53803539,-1.948900938,6.958871365,-3.388979673,7.985401154,-6.857472897,4.090928078,-5.956295967,5.07665062,Common dolphin
58013009.wav,0.459022313,0.091293998,1527.20027,2298.623639,3544.298465,0.048646439,-175.6757355,129.6821442,8.350188255,19.42834091,15.46745586,15.64781761,5.849593163,14.71137333,1.495478392,13.11246109,-0.468909472,10.72918701,-2.665162325,6.038172722,-2.780004263,6.543078423,-3.41940093,3.398267746,-4.451028824,4.515912056,Common dolphin
58013010.wav,0.372102082,0.076967128,1582.230231,2328.195569,3550.665031,0.05271218,-178.2787933,129.4246826,7.558343887,21.00470543,13.882864,18.05781555,3.679801464,12.39904594,-0.256656885,11.48705292,-2.070868969,8.059080124,-5.558348656,4.463137627,-5.525513649,4.296230316,-6.181863785,3.053088427,-7.24861002,2.948097467,Common dolphin
58013011.wav,0.363232404,0.071490429,1963.11146,2634.12846,4950.53021,0.070464646,-173.6797791,115.0430984,15.40901661,20.74602699,11.95716,20.47939682,4.920852661,10.73465443,-3.99877882,11.60457802,-3.396223068,9.023539543,-6.185749531,4.825963974,-7.696016788,6.622199535,-7.758617401,3.346863985,-10.44524193,4.526596069,Common dolphin
58013012.wav,0.351554006,0.071637951,1652.657402,2436.859637,3801.179739,0.050905668,-183.5579987,127.2133942,13.0189209,15.09949875,13.97047997,17.65240669,5.283760548,12.17064762,-1.926806688,11.72964668,-3.44639492,9.123288155,-5.390032291,5.255910873,-7.300598621,5.881789684,-6.254990578,1.976837397,-9.012796402,3.572691917,Common dolphin
58013013.wav,0.393000573,0.070958011,1608.648397,2325.314316,3441.928711,0.039760045,-198.0380707,124.1832275,20.18321609,26.52567482,9.915145874,23.44071579,2.342003822,11.15829277,-2.365393877,11.40095806,-1.724016547,6.013572216,-5.212179184,4.654624939,-3.253802061,3.800722361,-6.21900034,1.137418747,-10.23848343,4.075865746,Common dolphin
58013014.wav,0.344421595,0.071631685,1609.655474,2365.95309,3555.503098,0.045229997,-186.8192902,127.3320999,15.5935545,19.7114563,10.71003151,20.00393295,2.619934559,11.22545624,-2.507066011,10.51106739,-2.252874613,5.465858936,-5.724200726,5.176629066,-7.794176102,5.120178699,-6.915421963,3.691383839,-9.542732239,3.968113184,Common dolphin
